DsCompetition,NaAsset,DsAsset,QtMinutesDuration
Ciclismo,Resumen de la eRace Classic: Yorkshire – Tour of Tewit Well,"La eRace Classic del Team INEOS disputada en la plataforma virtual Zwift con la participación de corredores como Iván Sosa, Brandon Rivera, Chris Froome, Geraint Thomas, Filippo Ganna, Michal Kwiatkowski y Rohan Dennis. La prueba tuvo como escenario el circuito de Yorkshire (Inglaterra) sobre 43 kilómetros.",48.00
Ciclismo,Resumen de Ötztaler Cycle Marathon 2023,Resumen de la maratón ciclista más exigente de los Alpes.,2.62
Ciclismo,Resumen del Ötztaler Cycle Marathon 2022,Los mejores momentos del Ötztaler Cycle Marathon 2022.,3.23
Ciclismo,Resumen del Ötztaler Cycle Marathon ROUVY Race 2021 ,"Los mejores momentos del Ötztaler Cycle Marathon ROUVY Race 2021. El podio de la carrera masculina lo formaron Jan Vlieghe, Simon Hahnenbruch y Roger Devittori. En la prueba femenina: Lara Lorenzon, Regina Zimmermann y Evelin Boros.  ",2.62
Ciclismo,"Ricardo Ten: lucha, unión y determinación","Seis Juegos Paralímpicos a sus espaldas, dos disciplinas diferentes y el orgullo de ser el abanderado español en Tokyo 2020. Conoce la historia de Ricardo Ten y su labor en el Levante UD. 
",4.83
Ciclismo,Sorteo de plazas de la Quebrantahuesos 2020,Sorteo de plazas para la edición 2020 de la Quebrantahuesos realizado en la sede de LaLiga.,0.00
Ciclismo,Sorteo de plazas de la Quebrantahuesos 2020,Sorteo de plazas de la Quebrantahuesos 2020,0.00
Ciclismo,Soñamos Juntos pedalea contra el cáncer infantil en Badlands 2020,"Hugo Díaz, ingeniero de profesión e impulsor de Soñamos Juntos, ha vuelto a superarse a sí mismo en 2020 pedaleando más de 700km en menos de una semana en la extrema prueba de ultraciclismo Badlands. Su objetivo: recaudar fondos para la investigación contra el cáncer infantil. Esta es su historia.
",12.32
Ciclismo,Soñando juntos con Hugo Díaz de Madrid a Lisboa contra el cáncer infantil,null,0.00
Ciclismo,Soñando juntos con Hugo Díaz de Madrid a Lisboa contra el cáncer infantil,null,0.00
Ciclismo,Teresa Fernández-Miranda se construye una pista en casa,La historia de cómo el confinamiento llevó a la rider española Teresa Fernández-Miranda y a su pareja a construir una pista de BMX en el huerto de su casa en Castellón. ,5.73
Ciclismo,Un referente mundial: La Poma Bikepark,La Poma Bikepark nació en 2005 en Premià de Dalt (Barcelona). Conoce la historia de este recinto que en quince años se ha convertido en una referencia a nivel europeo y mundial para los practicantes de MTB y de BMX Dirt Jump.,10.30
Ciclismo,Varo Hernández monta un espectáculo en un Madrid desierto,"Antes del confinamiento, Varo estaba grabando un vídeo con su amigo Rafael Black, pero todo se vio truncado por la Covid-19 y las nefastas consecuencias que dejaron cualquier otro tema en un segundo plano. Tras dos meses y medio parado, Varo decidió retomar la grabación de su vídeo en Madrid. Aprovechando las primeras horas de las franjas matinales, el rider de BMX Flatland se encontró con una ciudad prácticamente desierta que hizo de inmejorable escenario para grabar un vídeo.",3.05
Ciclismo,Visnovsky y Sosna ganan en el día 5 del Andalucía Bike Race,"Clàudia Galicia tuvo que abandonar tras la dura caída de ayer y ha provocado un vuelco por completo en la clasificación femenina, ya que Eva Lechner (Trinx Factory Team) pasaba a ser la nueva líder virtual. Sin embargo, Katazina Sosna (Torpado-Südtirol MTB Pro Team) se ha marchado en solitario para provocar las dudas de Lechner y del resto de rivales. En masculina, Fabian Rabensteiner sigue como líder tras llegar junto al grupo de cabeza.",6.00
Ciclismo,Vuelta Aragón 2019: Primera etapa,Vuelta Aragón 2019: Primera etapa,0.00
Ciclismo,Vuelta Aragón 2019: Segunda etapa,Vuelta Aragón 2019: Segunda etapa,0.00
Ciclismo,Vuelta Aragón 2019: Tercera etapa,Vuelta Aragón 2019: Tercera etapa,0.00
Ciclismo,eRace Classic: Yorkshire – Tour of Tewit Well,"La eRace Classic del Team INEOS disputada en la plataforma virtual Zwift con la participación de corredores como Iván Sosa, Brandon Rivera, Chris Froome, Geraint Thomas, Filippo Ganna, Michal Kwiatkowski y Rohan Dennis. La prueba tuvo como escenario el circuito de Yorkshire (Inglaterra) sobre 43 kilómetros.",72.00
Ciclismo,Ötzatler Cycle Marathon 2020,Unos 4.000 ciclistas recorrerán 238 kilómetros y subirán 5.500 metros de altitud con el objetivo de conquistar la maratón ciclista más exigente en los Alpes.,0.00
Ciclismo,Ötztaler Cycle Marathon 2021,"El Desafío brinda la oportunidad a los participantes de llevarse a casa un pedacito de Ötztaler. Con sus 28,7 kilómetros y 1759 metros de altitud, los ciclistas podrán experimentar desde sus casas la legendaria etapa final de la maratón ciclista más exigente de los Alpes.",210.98
Ciclismo,Ötztaler Cycle Marathon 2021,Unos 4.000 ciclistas recorrerán 238 kilómetros y subirán 5.500 metros de altitud con el objetivo de conquistar la maratón ciclista más exigente en los Alpes.,886.00
Ciclismo,Ötztaler Cycle Marathon 2021: Mañana,Unos 4.000 ciclistas recorrerán 238 kilómetros y subirán 5.500 metros de altitud con el objetivo de conquistar la maratón ciclista más exigente en los Alpes.,346.85
Ciclismo,Ötztaler Cycle Marathon 2021: Mediodía,Unos 4.000 ciclistas recorrerán 238 kilómetros y subirán 5.500 metros de altitud con el objetivo de conquistar la maratón ciclista más exigente en los Alpes.,216.23
Ciclismo,Ötztaler Cycle Marathon 2021: Tarde,Unos 4.000 ciclistas recorrerán 238 kilómetros y subirán 5.500 metros de altitud con el objetivo de conquistar la maratón ciclista más exigente en los Alpes.,316.47
Ciclismo,Ötztaler Cycle Marathon 2022,Unos 4.000 ciclistas recorrerán 227 kilómetros y subirán 5.500 metros de altitud con el objetivo de conquistar la maratón ciclista más exigente en los Alpes.,0.00
Ciclismo,Ötztaler Cycle Marathon 2022,Unos 4.000 ciclistas recorrerán 227 kilómetros y subirán 5.500 metros de altitud con el objetivo de conquistar la maratón ciclista más exigente en los Alpes.,901.00
Ciclismo,Ötztaler Cycle Marathon 2023,Unos 4.000 ciclistas recorrerán 227 kilómetros y subirán 5.500 metros de altitud con el objetivo de conquistar la maratón ciclista más exigente de los Alpes.,900.00
Ciclismo,Ötztaler Cycle Marathon 2023,Unos 4.000 ciclistas recorrerán 227 kilómetros y subirán 5.500 metros de altitud con el objetivo de conquistar la maratón ciclista más exigente de los Alpes.,175.00
Fútbol," Aimar Oroz: ""Salir al campo es lo que llevas soñando toda la vida""","El centro campista del CA Osasuna, Aimar Oroz, nos comparte su pasión por el fútbol. LaLiga World 2022/23",7.53
Fútbol, Conducciones que generan remate: Aurélien Tchouaméni ,"La conducción es un traslado de balón individual que puede tener diversas características, también es amplia su tipología. Estas pueden ser muy variadas, tener duraciones diversas, ocurrir en diferentes zonas del terreno de juego, etc.",0.67
Fútbol, Copa del Rey de Campeones - Semifinal: Al Nassr - Al Wehda,El partido entre Al Nassr y Al Wehda correspondiente a la semifinal de la Copa del Rey de Campeones 2022/2023.,125.00
Fútbol, El 90 seconds challenge: Fidel Chaves,"El extremo izquierdo del Elche CF se somete al reto de responder al mayo número de preguntas posibles en solo 90 segundos.LaLiga World 2022/2
",2.07
Fútbol, Hace 10 años: LaLiga Santander 2012/2013,Repasamos los momentos destacados de LaLiga Santander 2012/13. LaLiga World 2022/23.,2.55
Fútbol, Hace 10 años: LaLiga Santander 2012/2013,Repasamos los momentos destacados de LaLiga Santander 2012/13. LaLiga World 2022/23.,2.33
Fútbol, Hace 10 años: LaLiga Santander 2012/2013,Repasamos los momentos destacados de LaLiga Santander 2012/13. LaLiga World 2022/23.,2.62
Fútbol, Juega La Cantera,¡Sumérgete en otra emocionante jornada de Las Palmas C bajo la dirección de José Antonio Robaina!,125.00
Fútbol, Juega La Cantera,¡Sumérgete en otra emocionante jornada de Las Palmas C bajo la dirección de José Antonio Robaina!,155.00
Fútbol, Juega La Cantera,Disfruta de una nueva jornada de nuestro Juvenil División de Honor dirigido por Santi Lampón.,125.00
Fútbol, Luis Suárez: “Me cautivó la ambición que tiene este club” ,"El delantero colombiano Luis Suárez, habla de sus primeros pasos como futbolista y sus aspiraciones con el Granada CF en LaLiga Santander. LaLiga World 2020/21.",1.62
Fútbol, Perfil Arnau Martínez ,"Entrevistamos a Arnau Martínez, actual lateral derecho del Girona F.C, convocado para jugar con la Selección Española en el Mundial de Qatar 2022",2.28
Fútbol, Resumen Boca Juniors 1-2 Fluminense,Resumen del partido entre Boca Juniors y Fluminense correspondiente a la final de la Copa CONMEBOL Libertadores 2023.,3.17
Fútbol, Resumen Fortaleza (3) 1-1 (4) LDU Quito,Resumen del partido entre Fortaleza y LDU Quito correspondiente a la final de la Copa CONMEBOL Sudamericana 2023.,10.17
Fútbol, Resumen Levante 0-0 Eibar,Resumen del partido entre Levante UD y SD Eibar correspondiente a la Jornada 21 de LaLiga SmartBank 2022/23.,1.50
Fútbol, Resumen del Valencia 3-3 Real Sociedad 2006/07,"Emocionante partido en Mestalla que contaba con tres goles en propia puerta, dos goles en los primeros seis minutos y uno en el último suspiro del encuentro. Valencia CF 3-3 Real Sociedad | J38 LaLiga Santander 2006/07. ",12.03
Fútbol, Rumah LaLiga 10: ¡Todos los ojos en ElClásico!,"Natascha Germania y el experto en fútbol, Sapto Haryo, discuten sobre uno de los mejores partidos del mundo, El Clásico. Real Madrid vs. FC Barcelona promete, ya que ,ambos equipos tienen el mismo puntaje.
 
El futbolista español Youseff Ezzejjari se une para compartir su punto de vista sobre jugadores anteriores del Real Madrid y el Barcelona y cuál es su versión del Mejor XI
 
¿Quién ganará la primera vuelta del El Clásico?
",34.37
Fútbol, Rumah LaLiga 10: ¡Todos los ojos en ElClásico!,"Natascha Germania y el experto en fútbol, Sapto Haryo, discuten sobre uno de los mejores partidos del mundo, El Clásico. Real Madrid vs. FC Barcelona promete, ya que ,ambos equipos tienen el mismo puntaje.
 
El futbolista español Youseff Ezzejjari se une para compartir su punto de vista sobre jugadores anteriores del Real Madrid y el Barcelona y cuál es su versión del Mejor XI
 
¿Quién ganará la primera vuelta del El Clásico?
",34.37
Fútbol, Rumah LaLiga 12: Atlético de Madrid comienza a mostrar su consistencia.,"Natascha Germania y el observador de fútbol Sapto Haryo discuten la reñida competencia por LaLiga Santander 2022-2023 en la semana 10 y 11. Tanto el Real Madrid como el FC Barcelona lograron dos grandes victorias consecutivas y el Atlético de Madrid se mantiene consistente entre los tres primeros. Para la semana siguiente antes del receso de la Copa del Mundo, Sapto Haryo predice que la competencia será aún más feroz. ¡Sintonice para ver su discusión!
Para el episodio especial de esta semana, el músico senior de Indonesia, Fariz RM, habla sobre la creación de su hit musical, FC Barcelona, ??y su respuesta a LaLiga de esta temporada.",43.73
Fútbol, Rumah LaLiga 12: Atlético de Madrid comienza a mostrar su consistencia.,"Natascha Germania y el observador de fútbol Sapto Haryo discuten la reñida competencia por LaLiga Santander 2022-2023 en la semana 10 y 11. Tanto el Real Madrid como el FC Barcelona lograron dos grandes victorias consecutivas y el Atlético de Madrid se mantiene consistente entre los tres primeros. Para la semana siguiente antes del receso de la Copa del Mundo, Sapto Haryo predice que la competencia será aún más feroz. ¡Sintonice para ver su discusión!
Para el episodio especial de esta semana, el músico senior de Indonesia, Fariz RM, habla sobre la creación de su hit musical, FC Barcelona, ??y su respuesta a LaLiga de esta temporada.",43.73
Fútbol, Rumah LaLiga 13: La competencia se está calentando,"Putra Maulana y el observador de fútbol Sapto Haryo discutieron las últimas noticias sobre LaLiga Santander 2022-2023 que presenta una competencia emocionante. En lo más alto, el Barcelona redujo la diferencia con el Real Madrid a un punto. Mientras tanto, en la parte baja de la tabla, la brecha entre el puesto 19, Cádiz y el 10, Valencia es muy delgada, solo 5 puntos. Entonces, ¿cuáles son las predicciones de Putra y Sapto con respecto a la semana 13 que podría presentar una sorpresa? También vea un episodio especial con Estudia Course, un curso de español que lo ayudará a comprender los términos de fútbol en español.",42.75
Fútbol, Rumah LaLiga 13: La competencia se está calentando,"Putra Maulana y el observador de fútbol Sapto Haryo discutieron las últimas noticias sobre LaLiga Santander 2022-2023 que presenta una competencia emocionante. En lo más alto, el Barcelona redujo la diferencia con el Real Madrid a un punto. Mientras tanto, en la parte baja de la tabla, la brecha entre el puesto 19, Cádiz y el 10, Valencia es muy delgada, solo 5 puntos. Entonces, ¿cuáles son las predicciones de Putra y Sapto con respecto a la semana 13 que podría presentar una sorpresa? También vea un episodio especial con Estudia Course, un curso de español que lo ayudará a comprender los términos de fútbol en español.",42.75
Fútbol," Rumah LaLiga 14: ¡Gracias, Piqué!","En el episodio 14 de Rumah LaLiga, Natascha Germania junto con el experto en fútbol Sapto Haryo hablan sobre el retiro de Geard Piqué y más. También discutieron la lucha cada vez más feroz por el primer lugar de la Copa del Mundo antes de las vacaciones. El Real Madrid, que resbaló éste pasado fin de semana, debe competir con el Barcelona, ??que está dando muestras de consistencia. Además, el tema de los jugadores de LaLiga en el Mundial 2022 también fue abordado por Natascha y Sapto. ¿Qué jugadores se prevé que brillen? Además, no te pierdas el episodio especial de esta semana, ya que es muy divertido. Nuestros observadores de fútbol residentes, Putra Maulana y Sapto Haryo, compiten en un concurso relacionado con LaLiga. ¿Quieres saber quién es el ganador? ¡Míralo para averiguarlo!",38.73
Fútbol," Rumah LaLiga 14: ¡Gracias, Piqué!","En el episodio 14 de Rumah LaLiga, Natascha Germania junto con el experto en fútbol Sapto Haryo hablan sobre el retiro de Geard Piqué y más. También discutieron la lucha cada vez más feroz por el primer lugar de la Copa del Mundo antes de las vacaciones. El Real Madrid, que resbaló éste pasado fin de semana, debe competir con el Barcelona, ??que está dando muestras de consistencia. Además, el tema de los jugadores de LaLiga en el Mundial 2022 también fue abordado por Natascha y Sapto. ¿Qué jugadores se prevé que brillen? Además, no te pierdas el episodio especial de esta semana, ya que es muy divertido. Nuestros observadores de fútbol residentes, Putra Maulana y Sapto Haryo, compiten en un concurso relacionado con LaLiga. ¿Quieres saber quién es el ganador? ¡Míralo para averiguarlo!",38.73
Fútbol, UD Almería - UD Las Palmas,La UD Las Palmas vive una temporada apasionante en LaLiga EA Sports. Disfruta de un nuevo partido del equipo entrenado por Xavi García Pimienta.,0.00
Fútbol, UD Almería - UD Las Palmas,La UD Las Palmas vive una temporada apasionante en LaLiga EA Sports. Disfruta de un nuevo partido del equipo entrenado por Xavi García Pimienta.,240.00
Fútbol,"""El derbi lo afrontamos con toda la naturalidad""",No te pierdas la entrevista de Gabriel 'Palmero' antes del partido ante el Tenerife B.,0.00
Fútbol,"""El proyecto de la cantera fue lo que decantó a venir a Las Palmas""",Las palabras del portero canterano Nicolau dónde nos cuenta sus sueños para convertirse en profesional y cómo lleva la llegada a la isla.,16.63
Fútbol,"""Es importante que se formen como personas""",El portero de la Unión Deportiva Las Palmas asistió a la sala de prensa del Estadio Gran Canaria donde se llevó a cabo la primera toma de contacto del Infantil Fundación.,0.00
Fútbol,"""Espero un partido bonito""",Escuchar al centrocampista tinerfeño en rueda de prensa. ,0.00
Fútbol,"""Nadie sabía lo que me pasaba""","Fran acosta es un ejemplo de superación, sus palabras nos muestran la importancia de la mente en un deportista.",23.27
Fútbol,"""Nos desmarcamos de los resultados para educar""","El nuevo entrenador del Infantil Fundación, Kevin Pérez, nos atendió en un día que para él también es muy especial y que contó con la visita del futbolista profesional, Álvaro Valles.",0.00
Fútbol,"""Tenemos que tomarnos el partido con la máxima exigencia y compromiso""",El entrenador amarillo habló antes los medios de comunicación en la previa del partido ante el CD Manacor.,0.00
Fútbol,#LaUniónHaceLasPalmas: UD Las Palmas - Deportivo Alavés,Un programa especial realizado por la UD Las Palmas para cubrir su partido frente al Deportivo Alavés de la Jornada 42 de LaLiga SmartBank 2022/23. ,504.72
Fútbol,#LaUniónHaceLasPalmas: UD Las Palmas - Deportivo Alavés,Un programa especial realizado por la UD Las Palmas para cubrir su partido frente al Deportivo Alavés de la Jornada 42 de LaLiga SmartBank 2022/23. ,515.00
Fútbol,'El Cholo': una buena racha y muchos argumentos,"Desde que el ocho de enero el Atlético de Madrid perdiera con el Barcelona, no ha vuelto a conocer la derrota. Ocho partidos de liga tras esto, cinco victorias y tres empates. Lo mejor de todo esto es que cuando ha recibido en gol en un encuentro en esta franja, solo ha sido uno. Dentro de las claves de este mejor Atlético cabe destacar el buen estado de Griezmann, y su mejora al retrasar su posición, y la efectividad de cara a gol de jugadores como Depay.",0.67
Fútbol,'El Gran Derbi’ de las posesiones peligrosas,"El Real Betis de Manuel Pellegrini se encuentra entre los tres equipos que más construcción ofensiva registran, además de ser uno de los cinco conjuntos con mayor iniciativa y elaboración ofensiva del campeonato liguero, liderando el apartado de posesiones peligrosas.",0.67
Fútbol,'El Panda' sigue siendo clave,"Crea ocasiones y las marca. Su juego con balón es vital para el Betis, pero también lo que genera sin esférico. Crea espacios y con sus desmarques condiciona cada partido a defensas rivales. Destacamos lo más importante, Borja Iglesias es uno de los cinco máximos goleadores de la competición, con 13 tantos. En el vídeo veis uno de sus últimos tantos, y en el diseño cómo son sus remates que terminan en gol.",0.67
Fútbol,"'La voz de una afición', himno del Centenario del CA Osasuna",El himno del Centenario del Club Atlético Osasuna interpretado por Serafín Zubiri.,4.08
Fútbol,'We miss you. El sonido del silencio',"El mundo ha cambiado a raíz del coronavirus y el fútbol también lo ha hecho. Ni los jugadores ni los aficionados acaban de acostumbrarse al silencio de las gradas vacías en los estadios. Y de este nuevo fútbol en tiempos de pandemia nos habla ‘We miss you. El sonido del silencio’, un documental elaborado por el Real Mallorca en el que participan los jugadores Salva Sevilla, Dani Rodríguez, Martin Valjent y Joan Sastre, el entrenador Luis García Plaza, así como distintos socios y aficionados del club bermellón. Todos ellos relatan en primera persona cómo ha cambiado su percepción del fútbol en estos meses y coinciden a la hora de pedir un deseo para el 2021.",23.98
Fútbol,.,.,0.00
Fútbol,.,.,90.00
Fútbol,0-1 / El Barça y Messi visitan El Alcoraz sin público (19/20),"LaLiga 1 División 20/21, J17: Recuerdo en 5 min. Visita del FC Barcelona en Primera Divisón a El Alcoraz, con Messi como titular, aunque el público oscense no pudo asistir al partido debido a la pandemia.",0.00
Fútbol,0-1 / Estreno en Primera en El Alcoraz frente al Rayo (18/19),"LaLiga 1 División 18/19, J4: Estreno de la SD Huesca en El Alcoraz en Primera División. Partido SD Huesca contra el Rayo Vallecano. La fiesta no fue total al no haber podido debutar con victoria.",0.00
Fútbol,0-1 / Victoria en la Romareda con gol de Galán (19/20),"LaLiga 2 División 19/20, J36: Resumen en 5 minutos de la victoria en el descuento en el partido Real Zaragoza y la SD Huesca en la temporada 19-20 sin público en la Romareda. Gol de Javi Galán en los instantes finales del partido.",0.00
Fútbol,0-2 / Victoria histórica y ascenso en Lugo (17/18),"LaLiga 2 División 17/18, J41: 5 minutos para el recuerdo del ascenso en Lugo. Y que recuerdo, uno de los más mportantes de nuestra historia. Primer ascenso a primera división de la SD Huesca. CD Lugo vs SD Huesca, temporada 17-18.",0.00
Fútbol,"1,2. 3... Let's go!",Las Palmas Atlético prepara su partido liguero del fin de semana.,0.00
Fútbol,1-2 / Debut en Primera frente al Eibar (18/19),"LaLiga 1 División 18/19, J1: Resumen de 5 minutos del primer partido de la SD Huesca  en Primera División en su historia. Victoria incluída ante la SD Eibar. Temporada 2018-19. 2 goles históricos de Álex Gallar. Resultado final 1-2.",0.00
Fútbol,10 Preguntas rápidas con Martí Vilà,Conoce mejor a Martí Vilà en esta sección patrocinada por COMA Coffee Roasters,0.00
Fútbol,10 Preguntas rápidas con Nico Ratti,Conoce mejor al portero Nico Ratti en esta sección patrocinada por COMA Coffee Roasters,0.00
Fútbol,100 años contigo,"El Club Atlético Osasuna ha presentado la campaña de renovación de socios para la temporada 2020/21, en la que la entidad cumplirá 100 años. Con motivo del Centenario, el presidente del Club, Luis Sabalza, entregó la camiseta oficial a los cien socios más antiguos.",4.40
Fútbol,2-1 / Gloria en el minuto 98 contra el Sevilla (18/19),"LaLiga 1 División 18/19, J26: Resumen en 5 min. El 2 de marzo de 2019, El Alcoraz vivió uno de los encuentros más intensos en los últimos tiempos. Intenso, vibrante, con varias aplicaciones decisivas del VAR... y una joya en forma de gol de Chimy Ávila en la última acción del choque.",0.00
Fútbol,2-4 / Gran victoria a domicilio en Córdoba (17/18),"Laliga 2 División 17/18, J38: Gran victoria a domicilio de la SD Huesca. Córdoba 2- SD Huesca 4. Temporada 17/18 en segunda división en la que conseguimos el primer ascenso a primera división.",0.00
Fútbol,27 días caminando a una final,27 días caminando a una final.,0.65
Fútbol,2º Entrevista Vero Boquete en LaLiga 29's,"Entrevistamos a Veronica Boquete, jugadora de la A.C.F Fiorentina y ex capitana de la Selección Española en el Twenty Nine's de C/ Gran Vía 53 en Madrid",4.15
Fútbol,"3, 2, 1... ¡VAMOS!","El primer equipo de la UD Las Palmas se ejercitó esta mañana en las instalaciones de Barranco Seco con vistas al próximo encuentro ante la SD Huesca (27/10/2022)
",0.00
Fútbol,3-1 / Arranque de temporada en El Alcoraz ante el Deportivo (19/20),"LaLiga 2 División 19/20: Segunda jornada de Liga, primer partido de la temporada en El Alcoraz. Victoria en un muy buen partido ante el Deportivo de A Coruña.",0.00
Fútbol,3-2 / Invasión del Bernabeu por 5.000 aficionados oscenses (18/19),"LaLiga 1 División 18/19, J29: Primera visita al Real Madrid en primera división en 5 minutos. Real Madrid vs SD Huesca en el Bernabeu, más de 5000 aficionados oscenses se desplazaron.",0.00
Fútbol,3er y 4º puesto: Real Betis - CD Tenerife,El partido por el 3er y 4ª puesto del XXV Torneo Internacional LaLiga Promises Santander.,35.00
Fútbol,3º Entrevista Vero Boquete en LaLiga 29's,"Entrevistamos a Veronica Boquete, jugadora de la A.C.F Fiorentina y ex capitana de la Selección Española en el Twenty Nine's de C/ Gran Vía 53 en Madrid.",4.18
Fútbol,4-0 / Goleada al Real Valladolid en Primera (18-19),"LaLiga 1 División 18/19, J. 22: Victoria contundente en El Alcoraz frente al Real Valladolid. 4-0",0.00
Fútbol,4-0 / Un Huesca contundente frente al Oviedo (16/17),"Resumen en 5 min. Victoria contundente contra el Real Oviedo en El Alcoraz. 4-0, temporada 16/17",0.00
Fútbol,4º Entrevista Vero Boquete en LaLiga 29's,"Entrevistamos a Veronica Boquete, jugadora de la A.C.F Fiorentina y ex capitana de la Selección Española en el Twenty Nine's de C/ Gran Vía 53 en Madrid",3.98
Fútbol,"8 teams, 8 goals",Disfruta de los 8 mejores goles de la Confederación Asiática de Fútbol (AFC) Oeste.,5.02
Fútbol,80 an~os de historia,Video commemorativo por el 80 aniversario de la entidad,0.00
Fútbol,90 min ascenso en Lugo,90 min ascenso en Lugo,0.00
Fútbol,?? ¡Listos para el viernes!,Disfruta de un nuevo entrenamiento de Las Palmas Atlético.,0.68
Fútbol,A tope con la mira puesta en el Sevilla,El equipo sigue preparando la visita al Sánchez Pizjuán.,0.00
Fútbol,ACTITUD SDH -1- El origen de la sección eSports de la SD Huesca,"Vamos a adentrarnos en el mundo de los eSports, conociendo al equipo de la Sociedad Deportiva Huesca, que destaca en las competiciones del videojuego más famoso del mundo, el FIFA. Joaquín Aineto, el responsable de la sección, nos cuenta el origen y la estructura de la misma. Toño Escartín y Daniel Aguilar, entrenador y jugador, respectivamente, nos acercan un poco más a esta disciplina con un enorme potencial futuro. ¿Quiénes son? ¿Cómo configuran su equipo? ¿Cuántas horas entrenan?",0.00
Fútbol,ACTITUD SDH -2- Paloma Freestyle visita Huesca,"Vamos a conocer a Paloma Pujol, conocida como Paloma Freestyle, una malabarista, hechicera del balón, que, además, fascina por su mentalidad, su determinación y sus valores. Una mujer que visitó el Alcoraz y compartió su visita con el exitoso equipo femenino de la S.D. Huesca y nos ha contado su increíble trayectoria y sus inquietudes, respondiendo a las preguntas de las jugadoras del primer equipo del Huesca.",0.00
Fútbol,ACTITUD SDH -3- Competiciones 22-23 en eSports,"Competiciones 22-23 y futuro de la sección de eSports. Con Dani Aguilar, Toño Escartín y Joaquín Aineto.",0.00
Fútbol,"ACTITUD SDH -4- Retos de fútbol con Xoán, Gómez y los jugadores","Xoán Ramos (@xoanramos en TikTok) y Jorge Gomez (@gomeznawer en TikTok) pasaron por Huesca para conocer la ciudad, El Alcoraz y grabar algunos retos de fútbol con jugadores de la primera plantilla de la S.D.Huesca como Marc Mateu, Andrei Ratiu y Óscar Sielva.",0.00
Fútbol,ACTITUD SDH -5- Proyecto Matinal: Fútbol + Moda,"ActitudSDH se desplaza a Madrid para compartir pachanga y confidencias con Pablo Alzaga y Nacho Asensio, creadores del proyecto MATINAL. Con ellos hemos hablado de su intensa trayectoria explorando la forma en la que el fútbol se entrelaza con la cultura, el diseño y, sobre todo, con la moda.",0.00
Fútbol,ACTITUD SDH -6- Rafa Maza y su Fabiolo Connection Show,"Rafa Maza es puro ACTITUD SDH. De imitar a sus profesores en el colegio en Huesca a estudiar arte dramático en Madrid, después de haber pisado tablas con compañías profesionales y amateurs de la provincia. De jugar al fútbol en la liga municipal a ser uno de los grandes referentes actorales de dominio del cuerpo. Rafa Maza es ejemplo de vocación y trabajo metódico, también de no reblar.",0.00
Fútbol,AD Alcorcón - Albacete BP,El partido entre AD Alcorcón y Albacete BP correspondiente a la Jornada 9 de LALIGA HYPERMOTION 2023/24.,0.00
Fútbol,AD Alcorcón - Albacete BP,El partido entre AD Alcorcón y Albacete BP correspondiente a la Jornada 9 de LALIGA HYPERMOTION 2023/24.,155.00
Fútbol,AD Alcorcón - CD Leganés,El partido entre AD Alcorcón y CD Leganés correspondiente a la Jornada 2 de LALIGA HYPERMOTION 2023/24.,0.00
Fútbol,AD Alcorcón - CD Leganés,El partido entre AD Alcorcón y CD Leganés correspondiente a la Jornada 2 de LALIGA HYPERMOTION 2023/24.,155.00
Fútbol,AD Alcorcón - Elche CF,El partido entre AD Alcorcón y Elche CF correspondiente a la Jornada 18 de LALIGA HYPERMOTION 2023/24.,155.00
Fútbol,AD Alcorcón - Elche CF,El partido entre AD Alcorcón y Elche CF correspondiente a la Jornada 18 de LALIGA HYPERMOTION 2023/24.,155.00
Fútbol,AD Alcorcón - FC Cartagena,El partido entre AD Alcorcón y FC Cartagena correspondiente a la Jornada 12 de LALIGA HYPERMOTION 2023/24.,0.00
Fútbol,AD Alcorcón - FC Cartagena,El partido entre AD Alcorcón y FC Cartagena correspondiente a la Jornada 12 de LALIGA HYPERMOTION 2023/24.,155.00
Fútbol,AD Alcorcón - Girona FC,El partido entre AD Alcorcón y Girona FC correspondiente a la Jornada 38 de LaLiga SmartBank 2021/22.,0.00
Fútbol,AD Alcorcón - Girona FC,El partido entre AD Alcorcón y Girona FC correspondiente a la Jornada 38 de LaLiga SmartBank 2021/22.,155.00
Fútbol,AD Alcorcón - Levante UD,El partido entre AD Alcorcón y Levante UD correspondiente a la Jornada 6 de LALIGA HYPERMOTION 2023/24.,0.00
Fútbol,AD Alcorcón - Levante UD,El partido entre AD Alcorcón y Levante UD correspondiente a la Jornada 6 de LALIGA HYPERMOTION 2023/24.,130.00
Fútbol,AD Alcorcón - R. Racing Club,El partido entre AD Alcorcón y R. Racing Club correspondiente a la Jornada 14 de LALIGA HYPERMOTION 2023/24.,0.00
Fútbol,AD Alcorcón - R. Racing Club,El partido entre AD Alcorcón y R. Racing Club correspondiente a la Jornada 14 de LALIGA HYPERMOTION 2023/24.,155.00
Fútbol,AD Alcorcón - Racing Club Ferrol,El partido entre AD Alcorcón y Racing Club Ferrol correspondiente a la Jornada 4 de LALIGA HYPERMOTION 2023/24.,0.00
Fútbol,AD Alcorcón - Racing Club Ferrol,El partido entre AD Alcorcón y Racing Club Ferrol correspondiente a la Jornada 4 de LALIGA HYPERMOTION 2023/24.,155.00
Fútbol,AD Alcorcón - Real Oviedo,El partido entre AD Alcorcón y Real Oviedo correspondiente a la Jornada 37 de LaLiga SmartBank 2021/22.,0.00
